Title_URL,Title,Date,Ticker,Content
https://finance.yahoo.com/news/heres-whats-happening-markets-april-182559961.html,Here's What's Happening in Markets: April 19,"Fri, April 19, 2024, 2:25 PM EDT",NFLXWatchlistWatchlistWatchlistSign in to add to watchlistSign inRecommendation RatingBuy,"These 3 ETFs Are Beating QQQ With Similar Volatility Markets again start the day with uncertainty and lack of direction, as investors digested Netflix's earnings and cryptocurrency traders gear up for the bitcoin halving.Netflix Inc. reported earnings after the bell Thursday, and while the tech and media giant reported strong subscriber numbers, investors were left pessimistic after the company gave a weaker than expected forecast for its Q2 earnings. Netflix dropped around 8% midmorning Friday, dragging down with it the tech-heavy Nasdaq.Netflix was among the first of the megacap tech companies to report earnings, and stumbling out the gate with the weaker forecast hasn't provided investors with the boost needed to shake off recent pullbacks in the market.QQQ, the Invesco QQQ Trust which tracks the Nasdaq, slipped Friday, dropping 1%. According to etf.com data, QQQ saw outflows topping $425M on Thursday.QQQ April Flows<img alt=""QQQ ETF Flows"" src=""https://s.yimg.com/ny/api/res/1.2/SoLv_yeZ6HOFLUgyB2_qZw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTcwNTtoPTI2Mw--/https://media.zenfs.com/en/indexuniverse.com/f149941718ef60c52e1568c15c7fc1c0"" class=""caas-img"">QQQ ETF FlowsSource: etf.comXLK, the Technology Select Sector SPDR Fund similarly struggled Friday. The fund doesn't hold Netflix, but is a broad look at the tech sector, as investors considered the potential for disappointing tech earnings. Next week investors will turn their attention to Meta, Alphabet (Google), and Microsoft.SPY, the SPDR S&P 500 ETF Trust was in the red Friday morning as the S&P 500 teetered. DIA, the SPDR Dow Jones Industrial Average ETF Trust was the only index in the green Friday as investors overlooked ratcheting tensions between Iran and Israel.Crypto ETFs Rise as Bitcoin Halving ApproachesAnd cryptocurrency ETFs were picking up steam on Friday. The rise comes as investors wait for the long-anticipated bitcoin halving. BTOP, the Bitwise Bitcoin and Ether Equal Weight Strategy ETF was one of the top gainers Friday according to etf.com data. The GraniteShares 2x Long COIN Daily ETF (CONL), and the First Trust SkyBridge Crypto Industry and Digital Economy ETF (CRPT) were also in the green.The event, is, simply put, a time when the reward for bitcoin miners to create new bitcoin is cut in half. Halvings occur every four years and maintain the scarcity of bitcoin. Historically, the events precede a rally in bitcoin prices. It's not certain exactly when a halving will occur, but traders are anticipating the event could happen anytime between Friday and Sunday morning.Story continuesAnd the largest spot bitcoin ETF, IBIT, the iShares Bitcoin Trust rose nearly 2% ahead of the halving. According to etf.com data, flows into the ETF have been on the rise since the start of April, topping $1B in the last two weeks.IBIT April Flows<img alt="""" src=""https://s.yimg.com/ny/api/res/1.2/EJWHYmgoaCANnl.snP1njQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTcwNTtoPTI2Mw--/https://media.zenfs.com/en/indexuniverse.com/75879601fc440c3ff8240f3755c227ce"" class=""caas-img"">Source: etf.comMany investors are looking to the halving as a potential buy opportunity, hoping for a potential pop in bitcoin prices. But it's unclear if this year's halving will have the same effect since the launch of spot bitcoin ETFs which have already fueled a rise in bitcoin prices.Permalink | © Copyright 2024 etf.com. All rights reserved"
,,,,
https://finance.yahoo.com/news/stablecoin-tether-gets-boost-dollar-180357703.html,"Stablecoin Tether gets boost as dollar alternative in emerging markets, CEO says","Fri, April 19, 2024, 2:03 PM EDT",,"By Federico MaccioniDUBAI (Reuters) - Stablecoin Tether's recent growth is being driven by its use as an alternative to the U.S. dollar in emerging markets, rather than by demand for cryptocurrency trading, Tether CEO Paolo Ardoino told Reuters on Friday.Tether issues a stablecoin, also called Tether or USDT, which is designed to maintain a constant value of $1 and is widely used in crypto-to-crypto trading. It has grown rapidly in recent years, hitting more than $100 billion worth of Tether tokens in circulation in March. ""In the last few years we have seen the usage of USDTgoing from pure cryptocurrency trading to being basically the most used digital dollar in the world"", Ardoino said on the sidelines of the Token2049 crypto conference in Dubai, where industry enthusiasts gathered despite heavy rains this week disrupting life in the desert city.""Almost the entire user base is (in) emerging markets"", he said, mentioning Turkey, Vietnam, Brazil, Argentina and ""African countries"", where dollars can sometimes be in short supply.""Last year for sure Argentina has been booming,"" he added.Ardoino said Tether had just over 300 million users globally.""We want to be the dollar for the last mile, for the unbanked,"" he said. Regulators have long warned about market risks from the adoption of crypto assets. The Bank for International Settlements said in a paper last year that crypto assets had amplified financial risks in developing economies, in contrast to their ""illusory appeal of being a simple and quick solution for financial challenges"".In Argentina, cryptocurrency exchanges can play a role in the currency market, with locals and international traders alike using the Tether-peso pair on crypto exchanges as a proxy for the U.S. dollar-to-peso exchange rate. Crypto markets have mostly recovered from the collapses that saw prices plunge in 2022. Bitcoin, the world's most valuable cryptocurrency, hit an all-time high of $73,803.25 in March, driven by excitement around inflows into U.S. spot bitcoin exchange-traded funds (ETFs), which Ardoino said had also supported Tether's growth.Story continuesArdoino, who became CEO in December while keeping the interim role of chief technology officer, said the company was hiring more people and would have around 150 staff, from about 100 currently, as it expands into new areas such as AI.U.S. regulators have warned banks that stablecoin reserves could be subject to rapid outflows, for example if holders rushed to exchange such tokens back into traditional currency.Tether, the third biggest cryptocurrency, says it maintains its dollar peg by holding dollar-based reserves that match the volume of cryptocurrencies it has created.(Additional reporting by Elizabeth Howcroft in London; Editing Tommy Reggiori-Wilkes and Mark Potter)"
https://finance.yahoo.com/news/asian-stocks-set-drop-hawkish-221827457.html,‘Mag Seven’ Get Crushed to Lead Losses in Stocks: Markets Wrap,"Fri, April 19, 2024, 1:54 PM EDT","SMDS.L
Watchlist
^GSPC","(Bloomberg) -- A selloff in the world’s largest technology companies hit stocks, with traders also shunning riskier assets ahead of the weekend amid geopolitical uncertainties.Most Read from BloombergElon Wants His Money BackNew York’s Rich Get Creative to Flee State Taxes. Auditors Are On to ThemDubai Grinds to Standstill as Flooding Hits CityIsrael Reported to Have Launched Retaliatory Strike on Iran‘Mag Seven’ Get Crushed to Lead Losses in Stocks: Markets WrapEquities fell at end of a week that saw the S&P 500 dropping below 5,000, following a rally that sent the benchmark to all-time highs and spurred warnings for a consolidation. A drumbeat of hawkish Fedspeak and a flare-up in inflation worries have weighed heavily on sentiment, with investors trimming their bets on the keenly anticipated central bank pivot. While the latest tensions in the Middle East seemed contained, traders opted for a cautious stance.That being said, nothing can be taken for granted, and markets may remain on edge — especially considering the looming weekend risk, according to Fawad Razaqzada at City Index and Forex.com. He added that inflation continues to be a focal point due to its potential influence on monetary policy.“The stock market has been declining in recent weeks because rate cut expectations have dropped significantly — and investors are not surprisingly taking some profits after the strong market performance seen during the first quarter,” said Michael Landsberg, chief investment officer at Landsberg Bennett Private Wealth Management.The S&P 500 is on track for its sixth consecutive drop — the longest losing streak since October 2022. The Nasdaq 100 fell 1.5%. The “Magnificent Seven” megacaps that have powered this year’s surge slumped, with Nvidia Corp. down over 4% and Apple Inc. heading for its lowest close in almost a year. Netflix Inc. tumbled on a bearish forecast.Treasury 10-year yields declined one basis point to 4.62% — almost erasing an earlier plunge of 14 basis points. Oil trimmed a major advance to trade only marginally higher after Iranian media appeared to downplay the effect of Israeli strikes.Story continuesThe stock market is heading toward its third consecutive weekly decline — the longest losing run since September. After a 10% gain in the first quarter — the strongest start to a year since 2019 — investors have been increasingly skeptical about how much further it could go over the near term, even accounting for the continued strength in the economy.“Geopolitical and political uncertainty join inflation, rates, and the Fed in pressuring markets, driving a rapid and dramatic shift in the complexion of markets and the attitude of investors,” said Mark Hackett at Nationwide.Federal Reserve officials have said they will need to see more data to become confident enough that inflation is headed to their 2% target before starting to cut interest rates. Investors have dramatically pared bets on easing since the beginning of the year, with markets now seeing one or two rate cuts as likely in 2024, down from as many as six a few months ago.Fed Bank of Chicago President Austan Goolsbee said progress on inflation has stalled, meriting a pause to allow incoming data to provide more insight into how the economy evolves.Economists in the latest Bloomberg monthly survey reduced the probability of a recession in the next 12 months to 30% — the smallest odds since June 2022 and down from 35% last month. The upper boundary of the Fed’s target range for its benchmark interest rate, currently 5.5%, will fall only to 4% by the end of 2025, according to the survey. That’s a half percentage point higher than respondents expected just a month ago.Investors are pulling money out of equities as a strong US economy and sticky inflation fuel concerns that the Fed will keep interest rates higher for longer, according to Bank of America Corp. strategists.A team led by Michael Hartnett wrote in a note that good economic news is now bad news for stocks, a shift in mindset from the first quarter when “good news = good.” Evidence of this is the $21.1 billion investors redeemed from stock funds in the two weeks through Wednesday, the most in a fortnight since December 2022, BofA said, citing data from EPFR Global.Companies that move goods around and serve as a bellwether for the American economy sent up a smoke signal this week.The Dow Jones Transportation Average has tumbled to levels last seen in November and is on track to end lower for the third straight week. Moreover, the losses pushed the index deep below its 200-day moving average, a long-term trend indicator that traders closely watch. It is also on pace for the worst month since October.The US stock market’s retreat from all-time highs set late last month is giving investors parked in cash an opening to buy in, according to Sinead Colton Grant, chief investment officer of BNY Mellon’s wealth management arm.The three-week slump in the S&P 500 Index is a healthy consolidation by traders after it soared 10% in the first quarter, on top of a 24% gain in 2023, she said. From here, Colton Grant expects the rally to not only resume but broaden based on strong earnings growth and continuing economic momentum, potentially pushing the S&P 500 beyond the higher end of her 5,000-5,400 target range before 2024 closes out.Corporate Highlights:Trump Media & Technology Group Corp. says an illegal form of short selling might be behind the battering of its stock and it’s asking regulators at Nasdaq Inc. to step in.American Express Co. reported revenue that topped estimates in the first three months of the year as consumers continued to flock to the company’s premium credit-card offerings.Procter & Gamble Co., the maker of Pampers diapers and Dawn dish soap, reported quarterly sales that fell short of Wall Street estimates, overshadowing an improved profit outlook.SLB, the world’s biggest oil-services provider, said it is gearing up for a rebound in activity in the Northern Hemisphere during the second quarter after starting off the year with typical seasonal slowness.Super Micro Computer Inc. sank after the maker of servers announced the date of its third-quarter results but didn’t pre-announce results.The US Federal Aviation Administration is investigating an incident where a passenger was apparently granted unauthorized access to the cockpit of a United Airlines Holdings Inc. charter flight traveling from Denver to Toronto.Nordstrom Inc.’s founding family has notified the board of its interest in taking the company private.Mondi Plc walked away from a possible bidding battle for UK packaging rival DS Smith Plc, a move that secures a deal for US bidder International Paper Co.Some of the main moves in markets:StocksThe S&P 500 fell 0.3% as of 1:52 p.m. New York timeThe Nasdaq 100 fell 1.3%The Dow Jones Industrial Average rose 0.8%The MSCI World index fell 0.5%CurrenciesThe Bloomberg Dollar Spot Index was little changedThe euro rose 0.1% to $1.0657The British pound fell 0.5% to $1.2375The Japanese yen was little changed at 154.61 per dollarCryptocurrenciesBitcoin rose 1.8% to $64,642.67Ether rose 0.5% to $3,084.81BondsThe yield on 10-year Treasuries declined one basis point to 4.62%Germany’s 10-year yield was little changed at 2.50%Britain’s 10-year yield declined four basis points to 4.23%CommoditiesWest Texas Intermediate crude rose 0.8% to $83.39 a barrelSpot gold rose 0.6% to $2,394.37 an ounceThis story was produced with the assistance of Bloomberg Automation.--With assistance from Farah Elbahrawy, Esha Dey and Alexandra Semenova.Most Read from Bloomberg BusinessweekWhat Really Happens When You Trade In an iPhone at the Apple StoreRents Are the Fed’s ‘Biggest Stumbling Block’ in Taming US InflationAging Copper Mines Are Turning Into Money Pits Despite DemandThe Pentagon Wants to Give Defense Startups a Chance For Multinationals, Africa’s Allure Is Fading©2024 Bloomberg L.P."
https://finance.yahoo.com/news/us-regulators-mulling-bid-limit-175132243.html,"US regulators mulling bid to limit bonuses for Wall Street execs, WSJ reports","Fri, April 19, 2024, 1:51 PM EDT",,"(Reuters) -U.S. banking regulators are planning to revive a proposal that would require big banks to defer executive compensation and claw back more of their bonuses if losses pile up, the Wall Street Journal reported on Friday.

Six agencies, including the Federal Deposit Insurance Corp (FDIC) and the Office of the Comptroller of the Currency (OCC), are involved in developing the plan, the report said, adding that the measure could be proposed in the coming days.

The Federal Reserve is not involved in drafting the proposal, the report said.

Executive pay on Wall Street has long been a hot-button issue, with critics pushing for restrictions and arguing for more stringent clawback provisions.

The FDIC, the OCC and the Fed declined to comment on the report, when contacted by Reuters.

(Reporting by Niket Nishant in Bengaluru; Editing by Devika Syamnath)"
https://finance.yahoo.com/news/why-vinfast-auto-stock-collapsed-174602918.html,,"Fri, April 19, 2024, 1:46 PM EDT","VFS
Watchlist
VFSWW","Shares of VinFast Auto (NASDAQ: VFS) slumped as much as 30% this week, according to data from S&P Global Market Intelligence. The Vietnam-based electric vehicle (EV) manufacturer reported poor growth and earnings for the first quarter of 2024, causing investors to sell off the stock. As of this writing, shares of VinFast Auto have fallen 96% from all-time highs set in late 2023 when it made its debut on the public markets.Here's why Vinfast Auto stock slipped around 30% this week.Slowing growth, elusive profitsVinFast Auto makes EVs and has global ambitions for distribution. In fact, it has plans for a manufacturing facility in North Carolina as it hopes to expand to the United States market. The problem is that building EVs is expensive and comes with a lot of competition from larger players. This is showing up in Vinfast's financials, which look ugly at the moment.In the first quarter of 2024, VinFast delivered about 9,700 EVs to customers, down from 13,500 in the fourth quarter of 2023. At such a small scale -- competitors such as Tesla sell over 1 million units per year -- VinFast's income statement looks ugly. In Q1, it generated $300 million in revenue. On these sales, it had a gross loss (meaning its variable costs were higher than its sales) of $150 million. Add in operating expenses and the company posted an operating loss of $422 million on just $300 million in revenue. VinFast needs to scale its EV plans quickly if it is to reach profitability and positive cash flow.Even worse, VinFast has major financing costs, sitting at $173 million last quarter. Add it all together and the company is losing money at a rapid rate.Stay far away from this stockAt the end of Q1, VinFast Auto had just $123 million in cash on the balance sheet. This leaves it with less than a quarter before it needs to raise more money. It is no surprise then to see the company paring back its ambitions for its North Carolina plant. And the stock still isn't cheap, trading at a market cap of $6 billion when it only does $1.4 billion in sales and generates zero profits.Story continuesMaking cars is difficult. Despite how exciting the industry looks to many investors, it is best to stay away from EV stocks for your portfolio. VinFast Auto stock included.Should you invest $1,000 in VinFast Auto Ltd. right now?Before you buy stock in VinFast Auto Ltd., consider this:The Motley Fool Stock Advisor analyst team just identified what they believe are the 10 best stocks for investors to buy now… and VinFast Auto Ltd. wasn’t one of them. The 10 stocks that made the cut could produce monster returns in the coming years.Consider when Nvidia made this list on April 15, 2005... if you invested $1,000 at the time of our recommendation, you’d have $518,784!*Stock Advisor provides investors with an easy-to-follow blueprint for success, including guidance on building a portfolio, regular updates from analysts, and two new stock picks each month. The Stock Advisor service has more than quadrupled the return of S&P 500 since 2002*.See the 10 stocks »*Stock Advisor returns as of April 15, 2024Brett Schafer has no position in any of the stocks mentioned. The Motley Fool has positions in and recommends Tesla. The Motley Fool has a disclosure policy.Why VinFast Auto Stock Collapsed This Week was originally published by The Motley Fool"
https://finance.yahoo.com/news/learning-losses-charles-harriss-lessons-174116020.html,Learning From Losses: Charles Harris's Lessons From Making (And Losing) Seven Figures On Tesla Stock,"Fri, April 19, 2024, 1:41 PM EDT",TSLA,"Learning From Losses: Charles Harris's Lessons From Making (And Losing) Seven Figures On Tesla StockPlenty of prop traders have lost fortunes because of bad decisions. But few have been amenable enough to stand in front of a microphone and explain what went wrong, especially when it’s a stock as volatile and contentious as Tesla Inc. (NASDAQ:TSLA). However, long-time investor Charles Harris had no problem discussing his crash-and-burn, especially since he broke his rules.Don't Miss:This prop trading firm allows traders to receive 100% of the first $25,000 per account and 90% beyond that. Heres how you can get in on the profit.Breaking the RulesHarris is a long-time portfolio manager at O'Neil Capital Management Inc. whose aggressive style has produced eye-watering gains and stomach-churning losses. But Harris's start was unceremonious, and he found himself trading irrationally with little plan or expectation. Harris’s results improved after developing a system of rules, like position sizing and anticipating price action.Over 30-plus years, Harris has seen plenty of ups and downs in the market. He traded through the meltdown of Long-Term Capital Management, the dot-com boom and bust, the great financial crisis and the subsequent 10-year bull market run. Harris had more good years than bad and continued ascending the ranks at O'Neil, moving from research assistant to analyst to portfolio manager. However, it wasn't until 2013 that Harris found the stock that would become the focus of his investment process (and eventual rulebreaking) — Tesla.Highest Of Highs And Lowest Of LowsHarris was no stranger to losses. Between 2014 and 2017, he suffered a devastating drawdown that saw nearly 90% of his net worth evaporate. Harris has been open about what this period has cost him beyond money: confidence, self-respect and, eventually, his marriage.Tesla is one of the most volatile stocks in the S&P 500, so imagine the whiplash an investor could get back in 2013 when the company was a long way from a household name. Harris was an early enthusiast of the stock and believed the company had some fundamentally innovative technology on its hands. And despite a career defined by sticking to his rules, Harris began to let his guidelines slide on volatile stocks like Tesla.Story continuesTesla was a big winner in 2020 and 2021, rising from a split-adjusted COVID crash low of $23 to an all-time high of $414. Harris was there the whole way, riding the wave and building an eight-figure trading account thanks to building a margin position. Despite some warning signs, Harris's conviction remained and he stuck with his Tesla position, which suffered a devastating collapse in 2022. Tesla shares plunged to a low of $101 by the start of 2023, and Harris's eight-figure portfolio was now a six-figure portfolio.Harris explained his losses in an honest and heartfelt video, openly discussing how using margin and ignoring his own trading rules led to one of the largest blowups of his career. Despite the losses, Harris managed to preserve his account through some defensive trading and now preaches about the risk of using margin in a high-conviction stock.Losses often provide better lessons than wins because mistakes offer a chance for self-reflection and improvement. Plus, you'll never know your true identity as a trader unless you experience both the highs and lows of investing. Do you think you have a trading system that can match up with the best of the pros? SurgeTrader offers a virtual prop trading challenge where seasoned traders can match wits and attempt to earn a coveted funded account.Read Next: Minimal rules, uncapped earnings' Austin-based prop trading firm puts traders first and is growing rapidly. Learn how you can get in on the action.An award-winning prop trading firm, offers up to $1 million in funding with just two simple rules. Find out how to get funded today! ""ACTIVE INVESTORS' SECRET WEAPON"" Supercharge Your Stock Market Game with the #1 ""news & everything else"" trading tool: Benzinga Pro - Click here to start Your 14-Day Trial Now!Get the latest stock analysis from Benzinga?TESLA (TSLA): Free Stock Analysis ReportThis article Learning From Losses: Charles Harris's Lessons From Making (And Losing) Seven Figures On Tesla Stock originally appeared on Benzinga.com© 2024 Benzinga.com. Benzinga does not provide investment advice. All rights reserved."
https://finance.yahoo.com/news/wall-street-doesnt-seem-too-170907709.html,Wall Street doesn't seem too keen on a potential Salesforce-Informatica pairing,"Fri, April 19, 2024, 1:09 PM EDT",INFA-0.97%WatchlistWatchlistWatchlistPatternNeutralCRM-1.04%,"When a significant rumor emerged last weekend that Salesforce was interested in buying Informatica, a legacy data management company that predates the cloud, it didn’t take long for investors to express their negative feelings on the idea. In fact, since the start of business on Monday, stockholders on both sides of the equation have been making it clear that they aren’t happy with a potential coupling between the two companies.After the story broke that Salesforce was the suitor, the company’s stock price began dropping, and is down almost 4.6% over the last five days. This probably reflects investors' concerns that the deal would see them overpaying for a moderate amount of additional revenue and not a ton of innovation. For Informatica investors, it was the opposite: The price was too low to warrant selling — they wanted more, more, more — and their stock also dropped, down over 7% over the same period.That doesn’t mean a deal won’t happen, but it was frankly a surprise to even hear that Salesforce was back in the big M&A discussion and looking at another major deal after taking several years off. It seems that activist pressure last year combined with lower growth and higher interest rates had forced the company to rethink growth through M&A and embrace the joys of profitability and free cash flow. To appease them, Salesforce was able to stave off activist investors by being more conservative; conducting some big layoffs; and even disbanding the company’s internal M&A committee, which helped identify and vet possible M&A targets.But you can’t keep an acquisitive company down forever, and historically it has been extremely acquisitive, buying 74 companies since its founding in 1999, with 13 coming in 2020 alone, per Crunchbase data. The biggest by far of that bunch was the $28 billion deal to buy Slack at the end of 2020. After that, Salesforce went mostly quiet with just six much more modest deals over the next three years.Story continuesAs Salesforce projects growth slipping into single-digit numbers next fiscal year, perhaps the company sees a target like Informatica as a way to buy some revenue and brute force some additional percentage points. At the same time, it would be grabbing a data management platform at a time when getting your data house in order is particularly important in the age of generative AI.It’s worth noting that SnapLogic CEO Gaurav Dhillon, who co-founded Informatica back in the 1990s, told MarketWatch this week that he thinks the coupling would be a bad idea for both companies and their customers. Though Dhillon is not exactly a neutral observer, he might not be wrong, either.Ray Wang, founder and principal analyst at Constellation Research, sees Salesforce’s own data integration tooling as a stronger offering. “The potential acquisition of Informatica is quite curious as the client base and tech is not cutting edge. Although it could potentially solve a data integration challenge that Salesforce has had, Data Cloud is already a strong offering, so I’m not sure if this deal makes sense,” Wang told TechCrunch.Salesforce could be repositioning itself as a data companyBut Arjun Bhatia, a financial analyst at William Blair sees some upside to a possible deal from a strategy perspective. “The reported price is high, and it’s a bigger deal than I would have expected for them to start off with M&A again, but I think it makes sense strategically. Better to invest in the infrastructure first before getting too far down the application/copilot path. It’s a nicely profitable business, too, which is different from past acquisitions,” Bhatia said.Nobody knows how this will end up, or who is right, but it’s worth exploring the underlying financials of these two companies to see if a deal would even make sense.To buy or not buy, that is the questionSalesforce grew 11% in its most recent fiscal year. The company also told investors that it expects to grow by 9% in its current fiscal 2025. Salesforce’s trailing and forward growth numbers likely led to the company announcing a dividend for the first time along with boosting its share buyback program to $10 billion. Meta announced its first dividend around the same time.By projecting 9% revenue growth and announcing a program to directly pay investors for holding its shares, Salesforce seemed to herald a different era for its business. It would grow at a modest pace, generate mountains of cash — the CRM giant had free cash flow of $3.26 billion in its most recent quarter — and dole out a large piece of those funds to investors through dividends and reductions to its share count.You can imagine why some investors are therefore slightly confused that Salesforce is considering spending more than $10 billion on Informatica, a purchase that would add some revenue scale to Salesforce but little in the form of future revenue growth.Informatica is also far smaller than Salesforce, making its potential revenue bump to Marc Benioff’s company modest. In its most recent quarter, Salesforce had revenue of $9.29 billion, and Informatica turned in $445.2 million. Salesforce had $1.45 billion worth of net income, and Informatica had $64.3 million.Comparing the top and bottom lines of an acquiring company and its target will always lead to disparate numerical scale; but importantly, Informatica is not growing so quickly as to represent a material new source of expansion for Salesforce. Total revenue at Informatica grew 12% in its most recent quarter, around what Salesforce itself posted.The ace up Informatica’s sleeve is that while its total revenue growth is slow, one important segment of its revenues is expanding quickly. The company reported that its “Cloud Subscription ARR,” or the recurring revenue associated with its “hosted cloud contracts” grew 37% to $616.8 million in its most recent quarter.Salesforce escaped from the jaws of activists to find stability in 2023Certainly, 37% growth is in a different league than 9% or 10% or 11%. But Informatica’s cloud ARR is expected to grow 35% per the company to a range of “$826 million to $840 million” in its new fiscal year. At the top end of that range, all cloud subscription revenue from the smaller company would equate to around 2% of Salesforce’s expected revenue in its current fiscal year. If we were to compare Informatica cloud net-new ARR that it expects this year instead, the percentage becomes even smaller.Put another way, the growth business at Informatica, while very important to its own worth and future, is very, very small compared to Salesforce’s current size, and would therefore have a modest-at-best impact on its overall growth rates.If growth at Informatica post-acquisition is not expected to put Salesforce on a new, higher trajectory in growth terms and also does not deliver scads of new profitability, the deal has to rest on strategic impacts that are harder to measure at this distance. Certainly at the expected price tag, it seems that Salesforce would be paying steeply for a shot in the arm that looks more like a mosquito bite than something life-altering."
https://finance.yahoo.com/news/short-sellers-recoup-losses-rally-170840588.html,Short sellers recoup losses as rally in US stocks loses steam,"Fri, April 19, 2024, 1:08 PM EDT",,"By Shristi Achar A

(Reuters) - Short sellers have been raking it in over the last 30 days as receding bets of an early interest rate cut by the U.S. Federal Reserve triggered a selloff in the equity market.

Traders have made a mark-to-market profit of more than $25 billion up to Thursday from covering their short positions, said Ihor Dusaniwsky, managing director of predictive analytics at S3 Partners, more than erasing their $14.8 billion in losses so far this year.

WHY IT'S IMPORTANT

Short sellers were in a bind for most of last year as a raging bull market, partly powered by enthusiasm around AI as well as hopes of an early rate cut, forced them to book nearly $190 billion in losses for 2023.

The current weakness in the market allows them to cover a portion of those heavy losses. The benchmark S&P 500 index is down about 5% so far in April and off by a similar margin from its record high hit last month.

THE NUMBERS

Overall U.S. & Canadian equity short exposure fell by $50 billion to $1.08 trillion in the last 30 days, largely due to a fall in the mark-to-market value of short positions and short covering.

Mark-to-market change is the method of measuring the value of assets that can fluctuate over time, adjusting the asset's value to reflect its current market price.

THE DETAILS

Bets against bitcoin-focussed MicroStrategy and chip stocks such as Advanced Micro Devices and Super Micro Computer were profitable for traders during the period in dollar terms.

That was despite those stocks witnessing the largest mark-to-market decrease in short positions.

However, short positions on oil giant Exxon Mobil, Google-parent Alphabet and e-commerce company Amazon.com turned out to be least profitable for traders.

(Reporting by Shristi Achar A in Bengaluru; Editing by Anil D'Silva)"
https://finance.yahoo.com/news/why-hilltop-holdings-stock-today-170510719.html,Why Hilltop Holdings Stock Is Up Today,"Fri, April 19, 2024, 1:05 PM EDT","HTH
+2.07%","Texas lender Hilltop Holdings (NYSE: HTH) was able to offset continued weakness in the mortgage market with strong gains elsewhere, leading to an earnings beat for the first quarter, it reported Thursday. Investors are buying in, sending shares of Hilltop up about 5% as of noon ET Friday.Finding ways to offset mortgage weaknessHilltop earned $0.42 per share in the quarter, beating Wall Street's $0.25-per-share consensus estimate, despite net interest income that was down $18 million year over year to $103.6 million. The company was able to offset that decline via a reversal of credit losses thanks to an improving local economy, as well as an increase in broker-dealer net revenue.The company continues to see declines in its mortgage production unit but was able to counter that by selling mortgage loans at a gain.CEO Jeremy B. Ford called the quarter ""a continuation in market trends that were experienced through 2023,"" but said the bank is holding up well.""The elevated interest rate environment continues to impact our net interest margin primarily through increased borrowing costs,"" Ford said. ""Additionally, a lack of housing inventory and pressured home buying affordability limited mortgage origination volumes.""Is Hilltop a buy after its strong earnings report?The credit loss improvement speaks well to the lending environment and Hilltop's ability to make good loans in tough conditions. But the company is going to find it hard to surge ahead until the mortgage market rebounds.Hilltop shares are poised to go higher over time, but developments well beyond the bank's control including the Federal Reserve's rate movement, the subsequent impact on Treasury yields and mortgage rates, and tight labor markets cloud the near-term outlook.For investors seeking bank stocks with upside potential Hilltop is worthy of a place on the watch list, but until macroeconomic conditions turn, patience will be required.Story continuesShould you invest $1,000 in Hilltop right now?Before you buy stock in Hilltop, consider this:The Motley Fool Stock Advisor analyst team just identified what they believe are the 10 best stocks for investors to buy now… and Hilltop wasn’t one of them. The 10 stocks that made the cut could produce monster returns in the coming years.Consider when Nvidia made this list on April 15, 2005... if you invested $1,000 at the time of our recommendation, you’d have $518,784!*Stock Advisor provides investors with an easy-to-follow blueprint for success, including guidance on building a portfolio, regular updates from analysts, and two new stock picks each month. The Stock Advisor service has more than quadrupled the return of S&P 500 since 2002*.See the 10 stocks »*Stock Advisor returns as of April 15, 2024Lou Whiteman has no position in any of the stocks mentioned. The Motley Fool has no position in any of the stocks mentioned. The Motley Fool has a disclosure policy.Why Hilltop Holdings Stock Is Up Today was originally published by The Motley Fool"
