Title_URL,Title,Date,Tickers,Content
https://finance.yahoo.com/news/asia-open-looks-mixed-treasuries-223159706.html,Asia Open Looks Mixed; Treasuries Slide on Powell: Markets Wrap,"Tue, April 16, 2024, 6:17 PM CDT",^GSPC,"(Bloomberg) -- Stocks in Asia were set for a mixed open following hawkish comments by Jerome Powell that helped fuel a third straight drop in the S&P 500 and saw two-year Treasury yields briefly hit 5%.Most Read from BloombergUS Yields Spike as Hawkish Powell Puts 5% in Play: Markets WrapDubai Grinds to Standstill as Cloud Seeding Worsens FloodingChina Tells Iran Cooperation Will Last After Attack on IsraelWhat If Fed Rate Hikes Are Actually Sparking US Economic Boom?Powell Signals Rate-Cut Delay After Run of Inflation SurprisesFutures for benchmarks in Australia and Hong Kong indicated declines, while those for Japan pointed higher. US yields climbed to fresh 2024 highs as the Federal Reserve chief said it will likely take longer to have confidence on inflation — adding that it’s appropriate to give restrictive policy time to work. The dollar had its best five-day gain since October 2022, while the slide in US stocks from a record deepened.Powell’s remarks represented a shift in his message after a key measure of inflation exceeded forecasts for a third straight month. He also signaled the US central bank will likely keep rates on hold for longer than originally planned, according to Jeffrey Roach at LPL Financial.“Powell’s comments make it clear the Fed is now looking past June,” said Krishna Guha at Evercore. “His remarks are consistent with ‘plan B’ as July for two cuts this year, but leave open the possibility that more sustained disappointment on inflation could deliver a more extended period of rates on hold.”Futures for the S&P 500 indicated a slight rebound after the index on Tuesday dropped to around 5,050. US 10-year yields rose seven basis points to 4.67%, while the equivalent Australian yield climbed four basis points early Wednesday. Gold held near a record high and oil was little changed as traders monitored Israel’s response to Iran’s unprecedented attack over the weekend.After starting the year by pricing in as many as six rate cuts in 2024, or 1.5 percentage points of easing, traders are now doubtful there will even be a half point of reductions. Market-implied expectations for Fed rate cuts — which have collapsed in the past two weeks — declined further after Powell’s comment on inflation. Around 40 basis points of easing remained priced in for the year.Story continues“If you were looking for bits of easing or dovish talk from Powell, you did not miss it — he didn’t give it,” said Andrew Brenner at NatAlliance Securities.Earlier Tuesday, Fed Vice Chair Philip Jefferson said he expects inflation will continue to moderate with interest rates at their current level but persistent price pressures would warrant holding borrowing costs high for longer. Richmond Fed President Thomas Barkin said some recent data, including the consumer price index, has not “been supportive” of a soft landing.Amid all the anxiety, the widely watched MOVE index, an options-based measure of expected volatility in Treasuries, spiked to the highest since January.To James Demmert at Main Street Research, rising bond yields are a sign that the global economy and corporate profits are strong and resilient. While that may result in fewer than expected or even no rate cuts for the foreseeable future, it isn’t something that will ruin the stock bull market, he said.“In the early phase of a new business cycle, it’s earnings — not the Fed — that drive stocks,” he said. “Earnings have been far better than expected and we envision a similar outcome as earnings season is once again in full swing. We are buyers of this stock market correction.”Key events this week:Eurozone CPI, WednesdayFed issues its Beige Book, WednesdayCleveland Fed President Loretta Mester speaks, WednesdayFed Governor Michelle Bowman speaks, WednesdayBOE Governor Andrew Bailey speaks, WednesdayTaiwan Semiconductor earnings, ThursdayUS Conf. Board leading index, existing home sales, initial jobless claims, ThursdayFed Governor Michelle Bowman speaks, ThursdayNew York Fed President John Williams speaks, ThursdayAtlanta Fed President Raphael Bostic speaks, ThursdayBOE Deputy Governor Dave Ramsden and ECB Governing Council member Joachim Nagel speak, FridayChicago Fed President Austan Goolsbee speaks, FridaySome of the main moves in markets:StocksHang Seng futures fell 0.2% as of 8:14 a.m. Tokyo timeS&P/ASX 200 futures fell 0.3%Nikkei 225 futures rose 0.3%S&P 500 futures rose 0.1%. The S&P 500 fell 0.2%Nasdaq 100 futures rose 0.1%. The Nasdaq 100 was little changedCurrenciesThe Bloomberg Dollar Spot Index was little changedThe Australian dollar was little changed at $0.6407CryptocurrenciesBitcoin rose 1.2% to $63,815.07Ether rose 0.8% to $3,095.13BondsThe yield on 10-year Treasuries advanced seven basis points to 4.67%Australia’s 10-year yield advanced four basis points to 4.37%CommoditiesWest Texas Intermediate crude fell 0.1% to $85.26 a barrelSpot gold rose 0.1% to $2,384.65 an ounceThis story was produced with the assistance of Bloomberg Automation.--With assistance from Rita Nazareth.Most Read from Bloomberg BusinessweekA Resilient Global Economy Masks Growing Debt and InequalityCities Use AI to Help Ambulances and Firetrucks Arrive FasterThe Shadow Swiftie Economy Booms With Bootleg Bracelets and $1,150 BodysuitsTop Takeaways From Businessweek’s Investigation of Teenage SextortionA Very Bad Week for Tesla, Its Employees and Even Elon Musk©2024 Bloomberg L.P."
https://finance.yahoo.com/news/morningstar-unveils-top-tier-semiconductor-230300395.html,Morningstar unveils top-tier semiconductor stocks to own,"Tue, April 16, 2024, 6:03 PM CDT","NVDA
+1.64%","Semiconductor stocks have soared over the past year amid investor mania for artificial intelligence.Graphics processing units (GPUs) are the chips that fuel AI. The PHLX Semiconductor Sector index has jumped 54% over the last 12 months.Nvidia  (NVDA) , the 800-pound gorilla that dominates the GPU market for AI, has led that rally. Its shares have tripled over the period, giving it the third highest market capitalization in the country, after No. 1 Microsoft and Apple.“We are seeing a historic rise in demand for AI, accelerators, led by Nvidia,” Morningstar analysts Brian Colello and Jivyaa Vaidya wrote in a report.“In recent quarters, Nvidia has reported staggering revenue growth, raised the bar for the next quarter even higher, and then smashed through such rosy forecasts.”<img alt=""Nvidia and its CEO Jensen Huang have led the way for chips used in artificial intelligence.<p>SAM YEH/Getty Images</p>"" src=""https://s.yimg.com/ny/api/res/1.2/NjKb3OLQT6w9uav0lfxBWA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTcwNTtoPTQ3MA--/https://media.zenfs.com/en/thestreet_881/6825e67425e4d4339d3b1164d31aa0bc"" class=""caas-img"">Nvidia and its CEO Jensen Huang have led the way for chips used in artificial intelligence.SAM YEH/Getty ImagesMorningstar's overview of semiconductor industryDemand for AI-related GPUs should remain strong, they said. “We still see the world’s leading cloud computing providers, and even nation states, racing to buy enough GPUs to run generative AI for themselves and their customers.”That’s true whether economic growth stays strong or weakens, the analysts said.Related: Analyst updates Nvidia stock price target after stocks tumbleHowever, “the non-AI landscape is a different story,” they maintain. “PC [Personal computer] and smartphone chip demand is recovering from cyclical bottoms in 2022-23.”As for industrial chips, “demand seems to be mired in the bottom of a downturn [this year], although firms are seeing some green shoots that suggest a recovery in the second half of 2024,” Colello and Vaidya said.Turning to automotive chips, demand for them is “the biggest question mark heading into first-quarter earnings,” the analysts said.“At best, auto chip growth will grind to a halt, if not fall modestly after three-plus years of great growth. At worst, sluggish demand for electric vehicles may drive the auto space into a deeper cyclical downturn for most of 2024.”Story continuesAnd what about valuations? As of April 1, the analysts viewed the semiconductor industry as 1% overvalued on a median price basis, according to its analysts’ fair value estimates of individual stocks.But Colello and Vaidya have a differentiated view of semiconductor industries, “Digital chipmakers appear overvalued,” they said.Related: Analyst revamps Nvidia stock price target as Mag 7 earnings loom“The rise of AI is reasonably priced into shares of industry leader Nvidia, but other AI names appear too pricey.”Still, it’s a different story with analog and mixed-signal chips, the analysts said. “Their valuations are still below our fair value estimates, as near-term automotive and industrial demand is sluggish and inventory levels continue to rise.”In terms of geography, ""European names look attractively priced to us,"" the analysts said.Morningstar’s most undervalued semiconductor stocksMorningstar offered three top picks among U.S.-listed tech stocks.1. Infineon Technologies  (IFNNY) . Morningstar fair value estimate: $50. Tuesday closing price: $34.10.The German company is in the analog and mixed-signal chips space.“We’re particularly bullish about the company’s opportunities in automotive semis, which make up over 40% of its revenue,” the analysts said. “Infineon is the worldwide leader in power semis.”More Wall Street Analysts:Analyst unveils new Nike price target ahead of big summer for sportsAnalysts weigh in on Google-parent Alphabet’s stock after cloud eventAnalysts revamp Disney stock price target after proxy fight2. STMicroelectronics  (STM) . Morningstar fair value estimate: $66. Tuesday closing price: $40.30.This Swiss company is also in the analog and mixed-signal chips space. And it too has “healthy exposure to the auto market,” the analysts said.“It’s a leader in silicon-carbide-based semis thanks to its strong partnership with Tesla and rising content in EVs with other carmakers.”3. Skyworks Solutions  (SWKS) . Morningstar fair value estimate: $133. Tuesday closing price: $99.“Its radio frequency products have enabled the world’s adoption of 4G, and increasingly now 5G, mobile devices,” the analysts said. Above all, that means Apple’s iPhones.While there’s concern that Apple’s focus on making its own chips will lessen its dependence on Skyworks, “we view that assessment as vastly overstated,” they said.Related: Veteran fund manager picks favorite stocks for 2024"
https://finance.yahoo.com/news/bull-market-stocks-wont-derailed-225047035.html,"The bull market in stocks won't be derailed by Fed jitters or Middle East tensions, 4 Wall Street pros say","Tue, April 16, 2024, 5:50 PM CDT",,"monsitj/Getty ImagesThe bull market in stocks is alive even as investors fret over numerous headwinds.Stocks dropped last week over Fed rate cut concerns and rising tensions in the Middle East.But there are signs stock's long-term bull market is intact, Wall Street experts say.Investors have grown jittery over the trajectory of stocks in recent weeks, but the bull market hasn't been derailed, Wall Street veterans say.US stocks have skidded lower over the past week as investors digested escalating Middle Eastern conflict and monetary policy concerns. Major indexes dropped last week after inflation came in hotter-than-expected in March, causing investors to dial back their expectations for rate cuts in 2024. Stocks took another hit after Iran attacked Israel over the weekend, with investors flocking to safe havens like US Treasurys.But the latest concerns may be minor blips in the face of a booming US economy and the potential uplift from artificial intelligence, meaning the bull market in stocks is still far from over, some veteran investors say.Here's why four Wall Street pros say investors shouldn't sweat over the latest pullback in stocks:Tom Lee, Fundstrat Head of ResearchInvestors should buy the dip in stocks, as the March inflation report wasn't as bad as it seems,  according to Fundstrat's Tom Lee.In a recent video update, Lee noted that more components of the consumer price index saw year-over-year price increases of less than 3%. That's a promising sign that inflation is on track to fall to the Federal Reserve's 2% price target, even if prices overall for the economy came in hotter-than-expected last month.Headline inflation was mainly driven by a surge in auto insurance, he added. That suggests a June rate cut is still possible, he said, though markets have mostly taken that possibility off the table, according to the CME FedWatch tool.""Believe it or not, this was actually a very good CPI report,"" Lee said. ""It just tells you that this is a timing issue, it's not structural. In other words, nothing else is causing hotter CPI.""Story continuesJames Demmert, Main Street Research CIOStocks are still in the midst of a longer-term bull market, and the recent correction represents the latest buy-the-dip moment for investors, Demmert said.""A stock market correction is unfolding right now triggered by Middle East tensions, rising bond yields, and worries about delayed Fed rate cuts. Stocks have been due for a pullback for quite some time as it has been 6-months since we've seen a pullback of 8-10%,"" Demmert said in a note on Tuesday.The size of the pullback will depend on whether Middle East tensions continue to escalate, but even rising tensions can't derail the bull market, he suggested.""We are buyers of this stock market correction because while the headlines are scary right now, we believe we have entered a new bull market led by the power of artificial intelligence,"" Demmert said. ""This new bull market can last for another 7-9 years, as AI is expected to drive significant productivity gains for companies across the board, which will strengthen corporate earnings.""Dan Ives, Wedbush Securities analystTech stocks will keep soaring despite recent headwinds, as corporate earnings are poised to come in strong over the first quarter, Ives said.According to surveys conducted by Wedbush, consumer spending and digital advertising growth trends look ""strong"" among internet companies over the first quarter. That could be bullish for tech titans, including companies like Alphabet, Amazon, and Meta, Ives said.Wedbush is also expecting a huge wave of AI spending to boost stocks. The firm anticipates $1 trillion of AI investment over the next decade, with the second, third, and fourth wave of spending poised to hit the sector in the coming years.""We believe the recent risk-off environment and tech sell-off represent a clear buying opportunity into this upcoming tech earnings season,"" Ives and other analysts said in a note on Sunday. ""While a hot CPI, weak bank earnings, and geopolitical worries has put pressure on stocks, now the Broadway stage and bright lights are focused on a key tech earnings season ahead which we believe will be strong across the board.""John Flood, Goldman Sachs' head of Americas equities sales tradingStocks still look poised to move higher by the end of the year, Flood said this week. He pointed to a handful of positive catalysts that lay ahead of the market, including a historical post-tax season surge, rising corporate stock buybacks, and strong confidence indicated by inflows to money market funds.""There 's still plenty of dry powder out there,"" Flood said, pointing to the $1.6 trillion inflow to money market funds since 2023.Stock sentiment also isn't at extreme bullish levels yet, a promising sign that a major pullback isn't imminent, he said.Stocks could surge another 15% this year, Goldman strategists said in a previous note. That's due to ""exceptionalism"" in mega-cap tech stocks, which they predicted could push the S&P 500 to 6,000 by the end of the year.Read the original article on Business Insider"
https://finance.yahoo.com/news/advanced-micro-devices-stock-25-224312794.html,,,,
https://finance.yahoo.com/news/why-northern-trust-stock-tumbled-222102557.html,Why Northern Trust Stock Tumbled by 5% on Tuesday,"Tue, April 16, 2024, 5:21 PM CDT",NTRS-4.96%Sign in to add to watchlistSign in^GSPC-0.21%Sign in to add to watchlistSign in,"Before market open Tuesday, Northern Trust (NASDAQ: NTRS) released its first-quarter earnings report, which set the tone for its stock that day. Unfortunately, this meant quite a tough trading session for the company and its investors, as market players largely sold out of the shares. They fell by 5% in value, notably worse than the 0.2% dip experienced by the bellwether S&P 500 index.A major double whiffNorthern Trust saw declines in both revenue and, particularly, net income in its first quarter. The former declined by 6% year over year to hit $1.65 billion, while the latter saw a far steeper (36%) drop to slightly under $215 million ($0.96 per share) according to generally accepted accounting principles (GAAP).Both headline figures were significantly under the average analyst estimates. The consensus prognosticator forecast for revenue was $1.78 billion, and for per-share earnings, it was $1.45.During the quarter, the Chicago-based financial services company saw a 6% uptick in non-interest expenses. Other line items affecting its performance included a more than $184 million pre-tax loss on debt securities due to what it characterized as a ""repositioning"" of its portfolio. On a brighter note, it did see 13% in total assets under management (AUM), a key metric for many companies of its type.Management says frothy equity markets will provide supportManagement waxed positive about Northern Trust's trailing performance and immediate future, although its pronouncements didn't seem to land with investors, given the sell-off. CEO Michael O'Grady pointed out that the company managed to grow its deposits and spoke of the robust equity markets that should help support the ""improving momentum across our business.""Should you invest $1,000 in Northern Trust right now?Before you buy stock in Northern Trust, consider this:The Motley Fool Stock Advisor analyst team just identified what they believe are the 10 best stocks for investors to buy now… and Northern Trust wasn’t one of them. The 10 stocks that made the cut could produce monster returns in the coming years.Story continuesStock Advisor provides investors with an easy-to-follow blueprint for success, including guidance on building a portfolio, regular updates from analysts, and two new stock picks each month. The Stock Advisor service has more than tripled the return of S&P 500 since 2002*.See the 10 stocks*Stock Advisor returns as of April 15, 2024Eric Volkman has no position in any of the stocks mentioned. The Motley Fool has no position in any of the stocks mentioned. The Motley Fool has a disclosure policy.Why Northern Trust Stock Tumbled by 5% on Tuesday was originally published by The Motley Fool"
https://finance.yahoo.com/news/why-hsbc-stock-got-rocked-215200318.html,Why HSBC Stock Got Rocked Today,"Tue, April 16, 2024, 4:52 PM CDT",HSBA.L-2.98%WatchlistWatchlistWatchlistRecommendation RatingBuyHSBC-2.27%,"There's apparently trouble on the Eastern front for global banking conglomerate HSBC (NYSE: HSBC), and investors are clearly concerned. On news of layoffs in two major Asian markets, they traded out of the company's stock, to the point where the bank's U.S.-listed shares lost more than 2% of their value.Pink slips coming?HSBC is in the process of laying off a clutch of workers in its investment-banking operations in two of the continent's financial hubs, Hong Kong and Singapore, according to reporting from Reuters. Citing three unidentified ""people with knowledge of the matter,"" the news agency said the affected workers are mainly associates and vice presidents at the sprawling international bank.If the report is accurate, HSBC wouldn't be the first to reduce its investment banking workforce in Asia, nor is it likely to be the last. The mainland China and Hong Kong stock markets have both been struggling, largely due to structural issues in the Chinese economy. When markets are in the doldrums, investment banks tend to cut headcounts.HSBC didn't directly address the reporting in the Reuters story. An unnamed spokesperson from the bank told the news agency that, ""The size of our workforce will fluctuate in any given year.""Not a secure job these daysWhile the news isn't all that encouraging, it doesn't come as a great surprise -- likely a reason why HSBC shares weren't punished harder on Tuesday. China and the markets around it have been struggling for some time, and it was inevitable that investment banks would take a hit from this. We can expect more employee-roll reductions if the gloom about Asian markets persists.Should you invest $1,000 in HSBC Holdings right now?Before you buy stock in HSBC Holdings, consider this:The Motley Fool Stock Advisor analyst team just identified what they believe are the 10 best stocks for investors to buy now… and HSBC Holdings wasn’t one of them. The 10 stocks that made the cut could produce monster returns in the coming years.Story continuesConsider when Nvidia made this list on April 15, 2005... if you invested $1,000 at the time of our recommendation, you’d have $526,933!*Stock Advisor provides investors with an easy-to-follow blueprint for success, including guidance on building a portfolio, regular updates from analysts, and two new stock picks each month. The Stock Advisor service has more than quadrupled the return of S&P 500 since 2002*.See the 10 stocks »*Stock Advisor returns as of April 15, 2024HSBC Holdings is an advertising partner of The Ascent, a Motley Fool company. Eric Volkman has no position in any of the stocks mentioned. The Motley Fool recommends HSBC Holdings. The Motley Fool has a disclosure policy.Why HSBC Stock Got Rocked Today was originally published by The Motley Fool"
https://finance.yahoo.com/news/morning-bid-powell-dashes-easing-214753003.html,"Morning Bid: Powell dashes easing hopes, markets dented again","Tue, April 16, 2024, 4:47 PM CDT",8301.T-1.45%WatchlistWatchlistWatchlist,"By Jamie McGeever(Reuters) - A look at the day ahead in Asian markets.Investors in Asia hoping for some relief from surging U.S. bond yields and a rampant dollar would have been deflated by remarks on Tuesday from Federal Reserve Chair Jerome Powell, and will likely go into Wednesday's trading with their guard up.""The recent data have clearly not given us greater confidence and instead indicate that it's likely to take longer than expected to achieve that confidence,"" Powell said in Washington, a signal to the world that inflation is not coming down towards the central bank's 2% target as quickly as expected and so interest rates will have to stay higher for longer.'Higher for longer' would also seem to apply to the U.S. dollar, Treasury bond yields and financial conditions indexes - a sub-optimal mix for Asian assets, which are already feeling the heat.Chinese stocks on Tuesday fell 1%, Japanese and aggregate Asia ex-Japan equity benchmarks tumbled 2%, and currencies across the continent are sliding in a move exacerbated by the yen's spiral down towards 155.00 per dollar.As yet there has been no action from Tokyo on the yen, to the probable irritation of policymakers across Asia. The dollar's strength will surely crop up in discussions between finance ministers and central bankers attending the IMF and World Bank Spring meetings.The IMF on Tuesday revised its U.S. growth outlook sharply higher, and said China's stronger-than-expected first-quarter growth may prompt an upward revision to the outlook.In theory, these are positive developments for markets in Asia. And Wall Street's resistance on Tuesday in the face of yet another spike up in Treasury yields could still inject some optimism into Asian trading on Wednesday.But that could be tempered by Middle East tensions and patchy Q1 U.S. earnings.The MSCI Asia ex-Japan index is at a two-month low, having declined 4% in the last four days. Time for a pause, or is selling momentum gathering a powerful head of steam?Story continuesThe same question could definitely be asked about the Japanese yen, which is printing fresh 34-year lows on a near-daily basis.The latest Japanese trade data and Reuters 'tankan' survey of manufacturing and non-manufacturing business sentiment will be released on Wednesday, but probably won't move the yen much.In terms of domestic factors that could impact the yen, apart from direct intervention, investors will be looking to inflation figures and comments from Bank of Japan governor Kazuo Ueda in Washington later in the week.Perhaps the highlight in a thin Asian and Pacific economic calendar on Wednesday is New Zealand inflation.A Reuters poll shows annual inflation in the first quarter is expected to slow to 4% from 4.7% in the final three months of last year. That would be the lowest since Q2, 2021.Here are key developments that could provide more direction to markets on Wednesday:- IMF/World Bank meetings in Washington- Japan trade (March)- New Zealand inflation (Q1)(By Jamie McGeever)"
https://finance.yahoo.com/news/why-johnson-johnson-stock-got-214500249.html,Why Johnson & Johnson Stock Got Tossed by the Market Today,"Tue, April 16, 2024, 4:45 PM CDT",JNJ-2.13%WatchlistWatchlistWatchlist^GSPC-0.21%,"The latest earnings season has begun, and the latest quarterly results from some of our economy's largest companies are starting to come in.Tuesday morning, it was healthcare mainstay Johnson & Johnson's (NYSE: JNJ) turn in the spotlight, and investors weren't all that satisfied with the performance. In the wake of the company's first-quarter earnings report, the stock traded down by over 2%. That was a steeper fall than the 0.2% decline of the S&P 500 index on the day.A mixed first quarter for the companyIn its first quarter, Johnson & Johnson earned $21.38 billion in sales, which was more than 2% higher on a year-over-year basis. Non-GAAP (adjusted) net income also edged higher, rising by nearly 4% to $6.58 billion, or $2.71 per share.That meant a mixed quarter for the healthcare giant, as it narrowly missed the $21.40 billion consensus-analyst estimate for sales but edged past the $2.64 average projection for per-share adjusted net income.In Johnson & Johnson's investor presentation on its performance, the company quoted CEO Joaquin Duato as saying that it ""reflects our sharpened focus and the progress in our portfolio and pipeline.""Guidance narrowedJohnson & Johnson narrowed its full-year guidance slightly; the lowered top end of the range likely also contributed to the stock's sell-off. The company is now forecasting total sales of $88 billion to $88.4 billion; previously, it was guiding for $87.8 billion to $88.6 billion. The adjusted-earnings estimate also got a tweak. The new range is $10.57 to $10.72 per share; before, the range was $10.55 to $10.75.Should you invest $1,000 in Johnson & Johnson right now?Before you buy stock in Johnson & Johnson, consider this:The Motley Fool Stock Advisor analyst team just identified what they believe are the 10 best stocks for investors to buy now… and Johnson & Johnson wasn’t one of them. The 10 stocks that made the cut could produce monster returns in the coming years.Story continuesStock Advisor provides investors with an easy-to-follow blueprint for success, including guidance on building a portfolio, regular updates from analysts, and two new stock picks each month. The Stock Advisor service has more than tripled the return of S&P 500 since 2002*.See the 10 stocks*Stock Advisor returns as of April 15, 2024Eric Volkman has no position in any of the stocks mentioned. The Motley Fool recommends Johnson & Johnson. The Motley Fool has a disclosure policy.Why Johnson & Johnson Stock Got Tossed by the Market Today was originally published by The Motley Fool"
https://finance.yahoo.com/news/stock-market-today-us-stocks-214048515.html,Stock market today: US stocks rise on strong earnings as traders try to come back from streak of losses,"Tue, April 16, 2024, 4:40 PM CDT",,"Traders work on the floor of the New York Stock Exchange during afternoon trading on November 03, 2023.Michael M. Santiago / GettyUS stocks rose Tuesday morning as corporate earnings continue to beat estimates.Shares of firms such as Morgan Stanley and Bank of America climbed on first-quarter results.Treasury yields also climbed as investors readjust to Federal Reserve expectations.US stock indexes were higher Tuesday morning, as investors tried to reverse a string of losses following strong corporate earnings.Shares in firms such as UnitedHealth, Morgan Stanley, and Bank of America jumped in pre-market trading, rising on better-than-expected first-quarter performance.Around 80% of companies have so far beat earnings estimates, according to FactSet.""While many corporations expected a weak first quarter earnings relative to the balance of the year, we feel those earlier guides were overly conservative and earnings will beat expectations handily as the first quarter earnings season progresses,"" Bryan Reilly, portfolio manager at CIBC Private Wealth US, said.Such reports are helping bring back confidence to investors, who have turned nervous in recent days, whether due to geopolitics or the prospect of a delayed interest rate pivot. Treasury yields continued to rise on Tuesday, indicating that these concerns have not entirely ebbed away. The 10-year Treasury yield rose five basis points to 4.686%.A slew of Federal Reserve officials will speak this week, starting on Tuesday with comments from Vice Chair Philip Jefferson. The Fed will issue its Beige Book on Wednesday.Here's where US indexes stood at the 9:30 a.m. opening bell on Tuesday: S&P 500: 5,057.94, down 0.08%Dow Jones Industrial Average: 37,906.80, up 0.45% (+169.54 points)Nasdaq Composite: 15,848.73, down 0.22%Here's what else is happening today: Jamie Dimon pocketed $183 million from JPMorgan stock sales.Stocks will crash 30%, but that's before an even bigger post-election tumble, market guru warns.As China still struggles to bring back its economy, the bottom lines of US firms take a hit - including Apple and Tesla.Story continuesIn commodities, bonds, and crypto: West Texas Intermediate crude oil dropped 0.2% to $85.26 a barrel. Brent crude, the international benchmark, slumped 0.2% to $89.91 a barrel.Gold rose 0.5% to $2,394 per ounce.The 10-year Treasury yield climbed five basis points to 4.686%.Bitcoin fell by 0.5% to $63,135. Read the original article on Business Insider"
https://finance.yahoo.com/personal-finance/money-market-account-vs-money-market-fund-213811702.html,Money market account vs. money market fund: What's the difference?,"Tue, Apr 16, 2024, 4:45 PM CDT",,"If you have a lump sum of cash sitting in a checking or traditional savings account, you could be missing out on higher interest rates.Putting your money into a money market account or investing in a money market fund can be low-risk ways to get more from your money and hedge against inflation. However, though they have very similar names, money market accounts are very different from money market funds.In this breakdown of money market accounts vs. money market funds, learn how these savings vehicles differ in terms of returns, account minimums, benefits, and risks.What is a money market account?A money market account is a type of deposit account available from many banks and credit unions. They usually pay a higher rate of interest than typical savings or checking accounts. Here’s a look at the average rates on these common deposit accounts as of March 2024, according to the FDIC:Interest checking: 0.07%Savings account: 0.47%Money market account: 0.67%Read more: The best money market rates available todayUnlike savings accounts, money market accounts give you check-writing privileges, so you can occasionally use your account to pay bills or transfer money. They may also come with a debit card.As deposit accounts, money market accounts opened with federally insured banks or credit unions are protected against bank closures. Your deposits are backed, up to a maximum of $250,000, by either Federal Deposit Insurance Corporation (FDIC) coverage or the National Credit Union Share Insurance Fund (NCUSIF).What is a money market fund?Though the names are similar, money market funds are quite different from money market accounts. Money market funds are not deposit accounts; they're a type of mutual fund, an investment fund that pools money from multiple investors to invest in a basket of securities, such as stocks or bonds.Money market funds invest in short-term, liquid securities, such as commercial paper (unsecured corporate debt) or certificates of deposit (CDs). To invest in a money market fund, you must have an eligible investment account with an investment firm or online broker.Money market funds tend to be lower-risk investments than other mutual funds, and they're typically used to store cash or as an alternative to traditional stocks. As an investment fund, money market funds can have higher returns than money market accounts, but they alsoinvolve more risk.As a type of investment, money market funds are protected by Securities Investor Protection Corporation (SIPC), a government corporation that protects investors who have money with financially troubled brokerages. SIPC protects up to $500,000 ($250,000 maximum for cash).Money market account vs. money market fund: Key differencesWhen deciding between money market funds vs. money market accounts, understanding the key factors that differentiate them can help you choose what to do with your excess cash:<iframe src=https://flo.uri.sh/visualisation/17588471/embed?auto=1></iframe>Availability: Money market accounts can be opened through a bank or credit union, while money market funds are only available from investment firms. To invest in a money market fund, you'll need a brokerage or retirement account.Insurance: Money market accounts are backed by FDIC or NCUSIF insurance, but money market funds are not. Money market funds are investments, not bank accounts, so they are protected by SIPC.Returns: In general, money market funds have higher returns than the APYs on money market accounts.Initial investment: Money market accounts usually require larger initial deposits than money market funds. While you can often invest in a money market fund with about $2,000, money market accounts often require $6,000 or more to earn the highest advertised rate and/or avoid fees.Risk: With a money market account, interest rates may fluctuate, but your account won't lose value. By contrast, money market funds have some risk; you could lose money if market conditions change.Fees: Money market accounts usually come with monthly fees, which may be waived if you meet certain balance requirements. Money market funds involve expense ratios, which are a percentage of the assets invested that go toward the investment firm's administrative and management expenses.Taxes: Some money market funds are tax-exempt, such as those made up of municipal bonds. But the interest you earn in a money market account is taxable as income.FAQsIs a money market fund better than a money market account?Whether a money market fund is better than a money market account depends on your goals and risk tolerance. Money market funds are relatively low-risk investments, but there is some risk of losing money. However, they usually provide higher returns than money market accounts and usually have lower account minimums.If you can’t stomach taking on any risk, a money market account could be a good alternative. You'll earn a higher APY than you'd get with a traditional savings account without the risk of market changes affecting your account value.What are the downsides of money market funds?Money market funds typically provide higher returns than deposit accounts, but there are some downsides to keep in mind:Risk: Money market funds can lose money if the underlying securities in the fund drop in value.High investment minimums: Unlike high-yield savings accounts, which can often be opened with as little as $5, money market funds have higher investment minimums. You'll usually need at least $2,000 to invest in a money market fund.Fees: Money market funds involve expense ratios, which range from 0.10% to 0.76% of your invested assets. Depending on your balance, the fees could be substantial.Is it good to keep money in a money market account?Money market accounts can be useful account options if you have excess cash you need for a short-term goal, such as an upcoming major purchase or dream vacation. Money market accounts usually have higher APYs than savings accounts and come with check-writing capabilities and/or a debit card."
