Title_URL,Title,Date,Ticker,Content
https://finance.yahoo.com/news/amazon-amzn-advances-underperforms-market-214519749.html,Amazon (AMZN) Advances But Underperforms Market: Key Facts,"Mon, Apr 22, 2024, 4:45 PM CDT",AMZN,"The the stock of online retailer has fallen by 2.37% in the past month, leading the Retail-Wholesale sector's loss of 3.67% and the S&P 500's loss of 3.97%."
https://finance.yahoo.com/news/apple-aapl-increases-yet-falls-214519274.html,Apple (AAPL) Increases Yet Falls Behind Market: What Investors Need to Know,"Mon, Apr 22, 2024, 4:45 PM CDT",AAPL,"The most recent trading session ended with Apple (AAPL) standing at $165.67, reflecting a +0.41% shift from the previouse trading day's closing. The stock's change was less than the S&P 500's daily gain of 0.87%. Elsewhere, the Dow saw an upswing of 0.67%, while the tech-heavy Nasdaq appreciated by 1.11%."
https://www.thestreet.com/investing/analyst-revises-google-parent-alphabets-stock-price-target-before-earnings,Analyst revises Google parent Alphabet's stock price target before earnings,"Mon, Apr 22, 2024, 4:45 PM CDT",GOOG,"Company 'making tough decisions'

Last year, Google Chief Financial Officer Ruth Porat announced that she would be stepping down from Alphabet's top finance chief role to eventually assume a dual role of chief investment officer and president.

She became Google's CFO in 2015 and oversaw the transition into the company’s current Alphabet structure. More recently, Porat told the company’s finance teams that their groups would see restructuring, including relocations and layoffs, CNBC reported last week.

“The tech sector is in the midst of a tremendous platform shift with Al,” Porat wrote in the memo, obtained by CNBC, sent to finance employees. 

“As a company, this means we have the opportunity to make more helpful products for billions of users and provide faster solutions to our customers, but it also means we collectively have to make tough decisions, including how and where we work to align with our highest priority areas,” she said. The restructuring will affect finance teams domestically and abroad, including in Asia-Pacific, Europe, the Middle East, and Africa.

KeyBanc analysts noted Porat's career move when they raised their price target on Alphabet to $175 from $165 while keeping an overweight rating on shares. 

Alphabet has near-term catalysts forming from multiple events: operating expense discipline, the Waymo expansion, a potential dividend, and a new CFO, the firm said.

In contrast, the analysts noted that Facebook parent Meta Platforms  (META)  ""having a wide revenue guidance range around unrest in the Middle East could alarm investors, particularly if the first quarter’s outperformance moderates.""

Meta is scheduled to report first-quarter earnings on April 24 and KeyBanc cut its price target on the social media titan to $555 from $575 while maintaining a buy rating. 

Analyst sees more Google layoffs 

The firm said that Alphabet CEO Sundar Pichai's April 18 blog post entitled ""Building for our AI future"", signaled that the company is more focused on product velocity, and is taking actions to restructure divisions. ""We believe this is congruent with our view of layoffs persisting through 2Q and speaks to further operating income upside,"" Keybanc said. The analysts said Meta Platforms, an AI rival to Alphabet, continues to show progress with AI, from the expansion of Meta Assistant to the release of Llama 3, the latest iteration in Meta’s series of large language models.

During the company’s fourth-quarter earnings call in January, Pichai told analysts that Alphabet has “led the way in using AI to improve many of our products from search to ads to most of our consumer and enterprise products, helping billions of people already.”

""We closed the year by launching the Gemini era, a new industry-leading series of models that will fuel the next generation of advances,"" he said. ""Gemini is the first realization of the vision we had when we formed Google DeepMind, bringing together our two world-class research teams."" KeyBanc analysts believe Alphabet's capital expenditures could reach $42 billion this year and $46 billion in 2025 as it continues to invest in AI technical infrastructure.

Regarding dividends, the analysts noted that Meta surprised investors by implementing a dividend policy during its fourth-quarter earnings call.

""Our sense is investors would like to see Alphabet follow Meta's lead as it represents a good use of cash and does not carry the headaches of M&A,"" KeyBanck said. ""While we believe the likelihood of a dividend has gone up, we believe it's hard to predict whether Alphabet will pursue this before or after a new CEO is chosen.""

On April 17, Truist Securities analysts boosted their price target for Alphabet to $170 from $158 per share, while holding on to their buy rating.

Truist said the adjustment reflected a positive outlook based on sustained user engagement and advertising revenue growth, particularly in Search and Social platforms.

The firm anticipates that Alphabet's first-quarter results will surpass consensus estimates, citing cost management as a key factor in driving year-over-year margin improvement."
https://investorplace.com/market360/2024/04/7-great-growth-stocks-promising-gargantuan-gains-april-2024/,7 Great Growth Stocks Promising Gargantuan Gains: April 2024,"Mon, Apr 22, 2024, 4:45 PM CDT",MSFT,"Microsoft (NASDAQ:MSFT) was one of the companies that first brought generative AI into the public arena. It was a gamechanger when OpenAI rolled out ChatGPT in late 2022, and Microsoft, with a 49% stake in the company, had a lot to do with that development. Microsoft already uses OpenAI in many of its products.

But Microsoft isn’t finished yet – not by a long shot. It’s building a new AI hub in London that is expected to  “drive pioneering work to advance state-of-the-art language models and their supporting infrastructure, and to create world-class tooling for foundation models.”

And here’s something else to consider: Wedbush Securities analyst Dan Ives says that generative AI is giving Microsoft an “iPhone moment.” Think about that for a moment. Apple (NASDAQ:AAPL) changed the world when it unveiled the iPhone which was the first mass-marketed smartphone. And it changed the trajectory of Apple stock for decades.

If generative AI is truly Microsoft’s “iPhone moment,” the Microsoft could be seeing a long period of sustained growth.

MSFT stock is up 43% in the last year. It gets a “B” rating for growth and a “B” overall rating in the Portfolio Grader."
https://www.trackinsight.com/en/etf-news/a-sea-of-red-sweeps-wall-street-amid-tech-turmoil,A Sea of Red Sweeps Wall Street amid Tech Turmoil,"Mon, Apr 22, 2024, 4:45 PM CDT",TSLA,"Among the losers of the week, the consumer discretionary sector also stood out in bright red (down 4.52%), weighed down by Tesla (TSLA). The TSLA stock fell more than 14% week-over-week after the EV manufacturer announced that it will lay off more than 10% of its global workforce as it grapples with worsening sales. The consumer discretionary sector is now in the red for the year (down 2.53%), just behind real estate, by far the worst performer (down 10.58%) hit by the climb in Treasury yields."
https://finance.yahoo.com/news/meta-mark-zuckerberg-avoided-cage-210857210.html,Metaís Mark Zuckerberg avoided a cage match with Elon Musk but got a jab in anyway by passing him on the billionaires list,"Mon, Apr 22, 2024, 4:08 PM CDT",META,"above No. 4 Musk, who has a net worth of $168 billion, according to the†Bloomberg Billionaires Index. The Meta CEO has gotten tens of billions of dollars richer since the start of the year, according to Bloomberg, in part because of the†stellar†performance of Metaís shares."
https://finance.yahoo.com/news/surprise-coming-visa-v-earnings-125200643.html,Is a Surprise Coming for Visa (V) This Earnings Season?,"Mon, Apr 22, 2024, 8:52 AM EDT",V,"That is because Visa is seeing favorable earnings estimate revision activity as of late, which is generally a precursor to an earnings beat. After all, analysts raising estimates right before earnings ó with the most up-to-date information possible ó is a pretty good indicator of some favorable trends underneath the surface for V in this report."
https://finance.yahoo.com/news/walt-disney-dis-stock-sinks-214517934.html,Walt Disney (DIS) Stock Sinks As Market Gains: What You Should Know,"Mon, Apr 22, 2024, 5:45 PM EDT",DIS,"Prior to today's trading, shares of the entertainment company had lost 2.81% over the past month. This has was narrower than the Consumer Discretionary sector's loss of 7.08% and the S&P 500's loss of 3.97% in that time."
https://finance.yahoo.com/news/jpmorgan-diversified-return-emerging-markets-102007226.html,Is JPMorgan Diversified Return Emerging Markets Equity ETF (JPEM) a Strong ETF Right Now?,"Mon, Apr 22, 2024, 6:20 AM EDT",JPM,"The JPMorgan Diversified Return Emerging Markets Equity ETF (JPEM) made its debut on 01/07/2015, and is a smart beta exchange traded fund that provides broad exposure to the Broad Emerging Market ETFs category of the market."
https://finance.yahoo.com/news/5-crash-proof-stocks-buy-120000211.html,5 Crash-Proof Stocks to Buy Immediately,"Mon, Apr 22, 2024, 6:20 AM EDT",KO,"Shares of Coca-Cola (NYSE:KO) stagnated last year over concerns that weight-loss drugs like Ozempic and Wegovy could cut into its business. Walmart (NYSE:WMT) U.S. CEO John Furner noted at the time that customers were already buying “less units, slightly less calories,” and that sent a chill through the snack food and beverage industry.

Coca-Cola has since traded at a significant discount to its long-term value, with the stock hovering at just 21 times forward earnings (compared to a five-year average of 23.4x).

That now makes it a particularly strong stock to ride any downturn. In an update at InvestorPlace.com this week, Rich Duprey also notes that cheap share prices now mean Coca-Cola sports a 3.3% dividend yield – well above its long-term average. (Share prices and dividends move in opposite directions, assuming no change in dividend payments). Warren Buffett’s Berkshire Hathaway (NYSE:BRK-A, NYSE:BRK-B) alone is set to receive $775.6 million from this soda king.

Meanwhile, the panic over weight-loss drugs has begun to subside. Wall Street analysts have now nudged Coke’s 2025 earnings estimates back to where they started last year – a typically bullish sign. As Duprey notes:

Coke tends to be an all-weather stock. Cans of soda and other beverages are indulgences consumers will enjoy regardless of economic conditions. This is why it continues to thrive, and Buffett will likely never sell his holdings.

Though Coca-Cola has somewhat limited upside, its conservative nature and reasonable dividends makes it an excellent company to buy as market jitters continue to set in."
https://finance.yahoo.com/m/0151e137-d943-368b-b7f0-31b18317c603/these-stocks-moved-the-most.html,"These Stocks Moved the Most Today: Nvidia, Tesla, Verizon, Informatica, Coinbase, Cardinal Health, Super Micro, and More","Mon, Apr 22, 2024, 4:32 PM EDT",NVDA,"Nvidia rises after shares of the artificial-intelligence chip maker tumbled 10% on Friday, Tesla extends losses after cutting prices in the U.S., China, and Europe, and Verizon loses fewer-than-expected subscribers in its consumer wireless postpaid phone business but the stock falls."
